,idx,year,word,pinyin
205,4,1949,中央人民政府政务院,zhongyangrenminzhengfuzhengwuyuan
206,4,1949,宣告成立,xuangaochengli
207,4,1949,政务院,zhengwuyuan
208,4,1949,政治,zhengzhi
209,4,1949,法律委员会,falvweiyuanhui
210,4,1949,财政经济委员会,caizhengjingjiweiyuanhui
211,4,1949,文化教育,wenhuajiaoyu
212,4,1949,委员会,weiyuanhui
213,4,1949,人民,renmin
214,4,1949,监察,jiancha
215,4,1949,委员会,weiyuanhui
216,4,1949,个部,gebu
217,5,1949,海关总署,haiguanzongshu
218,5,1949,宣告成立,xuangaochengli
219,5,1949,中国海关,zhongguohaiguan
220,5,1949,从此,congci
221,5,1949,完全,wanquan
222,5,1949,掌握,zhangwo
223,5,1949,中国,zhongguo
224,5,1949,人民,renmin
225,5,1949,手中,shouzhong
226,6,1949,中国科学院,zhongguokexueyuan
227,6,1949,成立,chengli
228,6,1949,郭沫若,guomoruo
229,6,1949,院长,yuanchang
230,7,1949,中共中央,zhonggongzhongyang
231,7,1949,决定,jueding
232,7,1949,成立,chengli
233,7,1949,中央,zhongyang
234,7,1949,各级,geji
235,7,1949,党的纪律,dangdejilv
236,7,1949,检查,jiancha
237,7,1949,委员会,weiyuanhui
238,7,1949,朱德,zhude
239,7,1949,中央纪律检查委员会,zhongyangjilvjianchaweiyuanhui
240,7,1949,书记,shuji
241,8,1949,中国人民解放军空军,zhongguorenminjiefangjunkongjun
242,8,1949,司令部,silingbu
243,8,1949,成立,chengli
244,8,1949,刘亚楼,liuyalou
245,8,1949,司令员,silingyuan
246,8,1949,萧华任,xiaohuaren
247,8,1949,政治委员,zhengzhiweiyuan
248,9,1949,北京市,beijingshi
249,9,1949,第二届,dierjie
250,9,1949,各界,gejie
251,9,1949,人民代表,renmindaibiao
252,9,1949,会议,huiyi
253,9,1949,通过,tongguo
254,9,1949,封闭,fengbi
255,9,1949,妓院,jiyuan
256,9,1949,决议,jueyi
257,9,1949,此后,cihou
258,9,1949,全国,quanguo
259,9,1949,各地,gedi
260,9,1949,相继,xiangji
261,9,1949,采取行动,caiquxingdong
262,9,1949,封闭,fengbi
263,9,1949,妓院,jiyuan
264,10,1949,中央人民政府,zhongyangrenminzhengfu
265,10,1949,委员会,weiyuanhui
266,10,1949,举行,juxing
267,10,1949,第四次,disici
268,10,1949,会议,huiyi
269,10,1949,决定,jueding
270,10,1949,发行,faxing
271,10,1949,人民,renmin
272,10,1949,胜利,shengli
273,10,1949,折实,zheshi
274,10,1949,公债,gongzhai
275,10,1949,通过,tongguo
276,10,1949,各界,gejie
277,10,1949,人民代表,renmindaibiao
278,10,1949,会议,huiyi
279,10,1949,组织,zuzhi
280,10,1949,通则,tongze
281,10,1949,会后,huihou
282,10,1949,地方,difang
283,10,1949,各级,geji
284,10,1949,各界,gejie
285,10,1949,人民代表,renmindaibiao
286,10,1949,会议,huiyi
287,10,1949,先后,xianhou
288,10,1949,各地,gedi
289,10,1949,人民政府,renminzhengfu
290,10,1949,召开,zhaokai
291,10,1949,代行,daixing
292,10,1949,人民代表大会,renmindaibiaodahui
293,10,1949,职权,zhiquan
294,10,1949,成为,chengwei
295,10,1949,人民代表大会,renmindaibiaodahui
296,10,1949,召开,zhaokai
297,10,1949,一种,yizhong
298,10,1949,过渡形式,guoduxingshi
299,11,1949,中央人民政府,zhongyangrenminzhengfu
300,11,1949,任命,renming
301,11,1949,内蒙古自治区人民政府,neimengguzizhiqurenminzhengfu
302,11,1949,主席,zhuxi
303,11,1949,主席,zhuxi
304,11,1949,委员,weiyuan
305,11,1949,成立,chengli
306,11,1949,内蒙古,neimenggu
307,11,1949,自治,zizhi
308,11,1949,政府,zhengfu
309,11,1949,改称,gaicheng
310,11,1949,内蒙古自治区人民政府,neimengguzizhiqurenminzhengfu
311,11,1949,首府,shoufu
312,11,1949,由原,youyuan
313,11,1949,驻地,zhudi
314,11,1949,乌兰浩特,wulanhaote
315,11,1949,移至,yizhi
316,11,1949,张家口,zhangjiakou
317,11,1949,迁至,qianzhi
318,11,1949,归绥,guisui
319,11,1949,呼和浩特,huhehaote
320,12,1949,政务院,zhengwuyuan
321,12,1949,文化教育,wenhuajiaoyu
322,12,1949,委员会,weiyuanhui
323,12,1949,成立,chengli
324,12,1949,办理,banli
325,12,1949,留学生,liuxuesheng
326,12,1949,回国,huiguo
327,12,1949,事务,shiwu
328,12,1949,委员会,weiyuanhui
329,12,1949,统一,tongyi
330,12,1949,办理,banli
331,12,1949,留学生,liuxuesheng
332,12,1949,学者,xuezhe
333,12,1949,回国,huiguo
334,12,1949,事宜,shiyi
335,12,1949,共有,gongyou
336,12,1949,高级,gaoji
337,12,1949,知识分子,zhishifenzi
338,12,1949,海外,haiwai
339,12,1949,回国,huiguo
340,12,1949,参加,canjia
341,12,1949,建设,jianshe
342,13,1949,毛泽东,maozedong
343,13,1949,抵达,dida
344,13,1949,莫斯科,mosike
345,13,1949,苏联,sulian
346,13,1949,进行,jinxing
347,13,1949,为期,weiqi
348,13,1949,两个,liangge
349,13,1949,访问,fangwen
350,13,1949,两国政府,liangguozhengfu
351,13,1949,全权代表,quanquandaibiao
352,13,1949,周恩来,zhouenlai
353,13,1949,维辛斯基,weixinsiji
354,13,1949,签署,qianshu
355,13,1949,友好,youhao
356,13,1949,同盟,tongmeng
357,13,1949,互助,huzhu
358,13,1949,条约,tiaoyue
359,13,1949,关于,guanyu
360,13,1949,中国,zhongguo
361,13,1949,长春,changchun
362,13,1949,铁路,tielu
363,13,1949,旅顺口,lvshunkou
364,13,1949,大连,dalian
365,13,1949,协定,xieding
366,13,1949,关于,guanyu
367,13,1949,贷款,daikuan
368,13,1949,中华人民共和国,zhonghuarenmingongheguo
369,13,1949,协定,xieding
370,14,1949,教育部,jiaoyubu
371,14,1949,召开,zhaokai
372,14,1949,第一次,diyici
373,14,1949,全国,quanguo
374,14,1949,教育,jiaoyu
375,14,1949,工作,gongzuo
376,14,1949,会议,huiyi
377,14,1949,明确,mingque
378,14,1949,改革,gaige
379,14,1949,教育,jiaoyu
380,14,1949,方针,fangzhen
381,14,1949,步骤,buzou
382,14,1949,确定,queding
383,14,1949,发展,fazhan
384,14,1949,教育,jiaoyu
385,14,1949,方向,fangxiang
386,14,1949,提出,tichu
387,14,1949,教育,jiaoyu
388,14,1949,必须,bixu
389,14,1949,国家,guojia
390,14,1949,建设,jianshe
391,14,1949,服务,fuwu
392,14,1949,学校,xuexiao
393,14,1949,必须,bixu
394,14,1949,工农,gongnong
395,14,1949,开门,kaimen
396,15,1950,北京市,beijingshi
397,15,1950,军事管制,junshiguanzhi
398,15,1950,委员会,weiyuanhui
399,15,1950,颁发,banfa
400,15,1950,布告,bugao
401,15,1950,宣布,xuanbu
402,15,1950,收回,shouhui
403,15,1950,外国,waiguo
404,15,1950,兵营,bingying
405,15,1950,地产,dichan
406,15,1950,征用,zhengyong
407,15,1950,兵营,bingying
408,15,1950,及其,jiqi
409,15,1950,建筑,jianzhu
410,15,1950,北京市,beijingshi
411,15,1950,军管会,junguanhui
412,15,1950,收回,shouhui
413,15,1950,征用,zhengyong
414,15,1950,美国,meiguo
415,15,1950,法国,faguo
416,15,1950,荷兰,helan
417,15,1950,英国,yingguo
418,15,1950,兵营,bingying
419,15,1950,地产,dichan
420,15,1950,天津,tianjin
421,15,1950,上海市,shanghaishi
422,15,1950,军管会,junguanhui
423,15,1950,先后,xianhou
424,15,1950,收回,shouhui
425,15,1950,征用,zhengyong
426,15,1950,法国,faguo
427,15,1950,兵营,bingying
428,15,1950,地产,dichan
429,15,1950,帝国主义,diguozhuyi
430,15,1950,国家,guojia
431,15,1950,中国,zhongguo
432,15,1950,大陆,dalu
433,15,1950,驻军,zhujun
434,15,1950,彻底,chedi
435,15,1950,取消,quxiao
436,16,1950,政务院,zhengwuyuan
437,16,1950,发布,fabu
438,16,1950,严禁,yanjin
439,16,1950,鸦片烟,yapianyan
440,16,1950,通令,tongling
441,17,1950,政务院,zhengwuyuan
442,17,1950,颁布,banbu
443,17,1950,关于,guanyu
444,17,1950,统一,tongyi
445,17,1950,国家,guojia
446,17,1950,财政,caizheng
447,17,1950,经济,jingji
448,17,1950,工作,gongzuo
449,17,1950,决定,jueding
450,17,1950,遏制,ezhi
451,17,1950,通货膨胀,tonghuopengzhang
452,17,1950,稳定物价,wendingwujia
453,17,1950,实现,shixian
454,17,1950,国家,guojia
455,17,1950,财政,caizheng
456,17,1950,收支平衡,shouzhipingheng
457,18,1950,中国人民解放军海军,zhongguorenminjiefangjunhaijun
458,18,1950,领导,lingdao
459,18,1950,机关,jiguan
460,18,1950,成立,chengli
461,18,1950,萧劲光,xiaojingguang
462,18,1950,司令员,silingyuan
463,19,1950,中华人民共和国,zhonghuarenmingongheguo
464,19,1950,婚姻法,hunyinfa
465,19,1950,公布,gongbu
466,19,1950,施行,shixing
467,19,1950,中国,zhongguo
468,19,1950,第一部,diyibu
469,19,1950,法律,falv
470,19,1950,婚姻法,hunyinfa
471,19,1950,规定,guiding
472,19,1950,废除,feichu
473,19,1950,包办,baoban
474,19,1950,强迫,qiangpo
475,19,1950,男尊女卑,nanzunnvbei
476,19,1950,漠视,moshi
477,19,1950,子女,zinv
478,19,1950,利益,liyi
479,19,1950,封建主义,fengjianzhuyi
480,19,1950,婚姻制度,hunyinzhidu
481,19,1950,实行,shixing
482,19,1950,男女,nannv
483,19,1950,婚姻自由,hunyinziyou
484,19,1950,一夫一妻,yifuyiqi
485,19,1950,男女,nannv
486,19,1950,权利,quanli
487,19,1950,平等,pingdeng
488,19,1950,保护,baohu
489,19,1950,妇女,funv
490,19,1950,子女,zinv
491,19,1950,合法利益,hefaliyi
492,19,1950,婚姻制度,hunyinzhidu
493,20,1950,人民解放军,renminjiefangjun
494,20,1950,解放,jiefang
495,20,1950,海南岛,hainandao
496,20,1950,中国,zhongguo
497,20,1950,成立,chengli
498,20,1950,人民解放军,renminjiefangjun
499,20,1950,华南,huanan
500,20,1950,西南,xinan
501,20,1950,沿海,yanhai
502,20,1950,岛屿,daoyu
503,20,1950,国民党,guomindang
504,20,1950,军队,jundui
505,20,1950,残余,canyu
506,20,1950,力量,liliang
507,20,1950,展开,zhankai
508,20,1950,最后,zuihou
509,20,1950,围歼,weijian
510,20,1950,解放,jiefang
511,20,1950,西藏,xicang
512,20,1950,台湾,taiwan
513,20,1950,少数几个,shaoshujige
514,20,1950,岛屿,daoyu
515,20,1950,以外,yiwai
516,20,1950,广大,guangda
517,20,1950,国土,guotu
518,21,1950,中共,zhonggong
519,21,1950,七届,qijie
520,21,1950,三中全会,sanzhongquanhui
521,21,1950,召开,zhaokai
522,21,1950,毛泽东,maozedong
523,21,1950,争取,zhengqu
524,21,1950,国家,guojia
525,21,1950,财政,caizheng
526,21,1950,经济,jingji
527,21,1950,状况,zhuangkuang
528,21,1950,基本,jiben
529,21,1950,好转,haozhuan
530,21,1950,斗争,douzheng
531,21,1950,书面报告,shumianbaogao
532,21,1950,不要,buyao
533,21,1950,四面出击,simianchuji
534,21,1950,讲话,jianghua
535,22,1950,朝鲜,zhaoxian
536,22,1950,内战,neizhan
537,22,1950,爆发,baofa
538,22,1950,美国,meiguo
539,22,1950,随即,suiji
540,22,1950,进行,jinxing
541,22,1950,武装,wuzhuang
542,22,1950,干涉,ganshe
543,22,1950,派遣,paiqian
544,22,1950,海军,haijun
545,22,1950,第七,diqi
546,22,1950,舰队,jiandui
547,22,1950,侵入,qinru
548,22,1950,中国,zhongguo
549,22,1950,台湾海峡,taiwanhaixia
550,22,1950,中国政府,zhongguozhengfu
551,22,1950,发表声明,fabiaoshengming
552,22,1950,美国,meiguo
553,22,1950,侵略,qinlve
554,22,1950,行径,xingjing
555,22,1950,进行,jinxing
556,22,1950,严厉,yanli
557,22,1950,谴责,qianze
558,22,1950,抗议,kangyi
559,23,1950,中华人民共和国,zhonghuarenmingongheguo
560,23,1950,工会法,gonghuifa
561,23,1950,公布,gongbu
562,23,1950,施行,shixing
563,24,1950,中华人民共和国,zhonghuarenmingongheguo
564,24,1950,土地改革,tudigaige
565,24,1950,公布,gongbu
566,24,1950,施行,shixing
567,24,1950,土地改革,tudigaige
568,24,1950,解放区,jiefangqu
569,24,1950,全面,quanmian
570,24,1950,展开,zhankai
571,24,1950,年春,nianchun
572,24,1950,部分,bufen
573,24,1950,少数民族,shaoshuminzu
574,24,1950,地区,diqu
575,24,1950,土改,tugai
576,24,1950,全国,quanguo
577,24,1950,大陆,dalu
578,24,1950,基本,jiben
579,24,1950,完成,wancheng
580,24,1950,亿多,yiduo
581,24,1950,无地,wudi
582,24,1950,少地,shaodi
583,24,1950,农民,nongmin
584,24,1950,包括,baokuo
585,24,1950,新老,xinlao
586,24,1950,解放区,jiefangqu
587,24,1950,在内,zainei
588,24,1950,无偿,wuchang
589,24,1950,获得,huode
590,24,1950,亿亩,yimu
591,24,1950,土地,tudi
592,24,1950,其他,qita
593,24,1950,生产资料,shengchanziliao
594,24,1950,封建,fengjian
595,24,1950,土地,tudi
596,24,1950,所有制,suoyouzhi
597,24,1950,彻底,chedi
598,24,1950,摧毁,cuihui
599,25,1950,基督教,jidujiao
600,25,1950,代表,daibiao
601,25,1950,人物,renwu
602,25,1950,联名,lianming
603,25,1950,发表,fabiao
604,25,1950,中国,zhongguo
605,25,1950,基督教,jidujiao
606,25,1950,中国,zhongguo
607,25,1950,建设,jianshe
608,25,1950,努力,nuli
609,25,1950,途径,tujing
610,25,1950,宣言,xuanyan
611,25,1950,表示,biaoshi
612,25,1950,拥护,yonghu
613,25,1950,共同纲领,gongtonggangling
614,25,1950,割断,geduan
615,25,1950,教会,jiaohui
616,25,1950,帝国主义,diguozhuyi
617,25,1950,联系,lianxi
618,25,1950,发起,faqi
619,25,1950,自治,zizhi
620,25,1950,自养,ziyang
621,25,1950,自传,zichuan
622,25,1950,运动,yundong
623,25,1950,中国,zhongguo
624,25,1950,基督教,jidujiao
625,25,1950,三自,sanzi
626,25,1950,爱国运动,aiguoyundong
627,25,1950,全国,quanguo
628,25,1950,范围,fanwei
629,25,1950,展开,zhankai
630,25,1950,中国,zhongguo
631,25,1950,天主教,tianzhujiao
632,25,1950,人士,renshi
633,25,1950,发表,fabiao
634,25,1950,宣言,xuanyan
635,25,1950,开展,kaizhan
636,25,1950,三自,sanzi
637,25,1950,爱国运动,aiguoyundong
638,26,1950,第一届,diyijie
639,26,1950,全国,quanguo
640,26,1950,卫生,weisheng
641,26,1950,会议,huiyi
642,26,1950,召开,zhaokai
643,26,1950,确定,queding
644,26,1950,面向,mianxiang
645,26,1950,工农兵,gongnongbing
646,26,1950,预防为主,yufangweizhu
647,26,1950,团结,tuanjie
648,26,1950,中西医,zhongxiyi
649,26,1950,中国,zhongguo
650,26,1950,卫生,weisheng
651,26,1950,工作,gongzuo
652,26,1950,三大,sanda
653,26,1950,原则,yuanze
654,27,1950,公安部队,gonganbudui
655,27,1950,领导,lingdao
656,27,1950,机关,jiguan
657,27,1950,成立,chengli
658,27,1950,罗瑞卿,luoruiqing
659,27,1950,司令员,silingyuan
660,27,1950,政治委员,zhengzhiweiyuan
661,28,1950,第一次,diyici
662,28,1950,全国,quanguo
663,28,1950,工农,gongnong
664,28,1950,教育,jiaoyu
665,28,1950,会议,huiyi
666,28,1950,召开,zhaokai
667,28,1950,明确提出,mingquetichu
668,28,1950,开展,kaizhan
669,28,1950,识字,shizi
670,28,1950,教育,jiaoyu
671,28,1950,逐步,zhubu
672,28,1950,减少,jianshao
673,28,1950,文盲,wenmang
674,28,1950,中央人民政府,zhongyangrenminzhengfu
675,28,1950,扫除,saochu
676,28,1950,文盲,wenmang
677,28,1950,工作,gongzuo
678,28,1950,委员会,weiyuanhui
679,28,1950,成立,chengli
680,28,1950,扫除,saochu
681,28,1950,文盲,wenmang
682,28,1950,运动,yundong
683,28,1950,全国,quanguo
684,28,1950,大规模,daguimo
685,28,1950,展开,zhankai
686,29,1950,全国,quanguo
687,29,1950,战斗英雄,zhandouyingxiong
688,29,1950,代表,daibiao
689,29,1950,会议,huiyi
690,29,1950,全国,quanguo
691,29,1950,工农兵,gongnongbing
692,29,1950,劳动模范,laodongmofan
693,29,1950,代表,daibiao
694,29,1950,会议,huiyi
695,29,1950,召开,zhaokai
696,29,1950,毛泽东,maozedong
697,29,1950,代表,daibiao
698,29,1950,中共中央,zhonggongzhongyang
699,29,1950,祝词,zhuci
700,30,1950,中共中央,zhonggongzhongyang
701,30,1950,作出,zuochu
702,30,1950,抗美援朝,kangmeiyuanzhao
703,30,1950,保家卫国,baojiaweiguo
704,30,1950,战略决策,zhanlvejuece
705,30,1950,毛泽东,maozedong
706,30,1950,发布命令,fabumingling
707,30,1950,东北,dongbei
708,30,1950,边防军,bianfangjun
709,30,1950,组成,zucheng
710,30,1950,中国人民志愿军,zhongguorenminzhiyuanjun
711,30,1950,任命,renming
712,30,1950,彭德怀,pengdehuai
713,30,1950,司令员,silingyuan
714,30,1950,政治委员,zhengzhiweiyuan
715,30,1950,中国人民志愿军,zhongguorenminzhiyuanjun
716,30,1950,入朝,ruzhao
717,30,1950,作战,zuozhan
718,30,1950,全国,quanguo
719,30,1950,掀起,xianqi
720,30,1950,大规模,daguimo
721,30,1950,抗美援朝,kangmeiyuanzhao
722,30,1950,运动,yundong
723,30,1950,关于,guanyu
724,30,1950,朝鲜,zhaoxian
725,30,1950,军事,junshi
726,30,1950,停战,tingzhan
727,30,1950,协定,xieding
728,30,1950,朝鲜,zhaoxian
729,30,1950,板门店,banmendian
730,30,1950,签订,qianding
731,30,1950,中国人民志愿军,zhongguorenminzhiyuanjun
732,30,1950,三批,sanpi
733,30,1950,全部,quanbu
734,30,1950,撤出,chechu
735,30,1950,朝鲜,zhaoxian
736,30,1950,回国,huiguo
737,31,1950,中共中央,zhonggongzhongyang
738,31,1950,发出,fachu
739,31,1950,关于,guanyu
740,31,1950,镇压,zhenya
741,31,1950,反革命,fangeming
742,31,1950,活动,huodong
743,31,1950,指示,zhishi
744,31,1950,各地,gedi
745,31,1950,开始,kaishi
746,31,1950,进行,jinxing
747,31,1950,大规模,daguimo
748,31,1950,镇压,zhenya
749,31,1950,反革命,fangeming
750,31,1950,运动,yundong
751,31,1950,基本,jiben
752,31,1950,结束,jieshu
753,32,1950,政务院,zhengwuyuan
754,32,1950,发布,fabu
755,32,1950,关于,guanyu
756,32,1950,治理,zhili
757,32,1950,淮河,huaihe
758,32,1950,决定,jueding
759,32,1950,毛泽东,maozedong
760,32,1950,亲笔,qinbi
761,32,1950,题词,tici
762,32,1950,一定,yiding
763,32,1950,淮河,huaihe
764,32,1950,修好,xiuhao
765,32,1950,治理,zhili
766,32,1950,淮河,huaihe
767,32,1950,一期,yiqi
768,32,1950,工程,gongcheng
769,32,1950,完工,wangong
770,32,1950,年冬,niandong
771,32,1950,治淮,zhihuai
772,32,1950,工程,gongcheng
773,32,1950,初见成效,chujianchengxiao
774,33,1950,政务院,zhengwuyuan
775,33,1950,第六,diliu
776,33,1950,十次,shici
777,33,1950,政务,zhengwu
778,33,1950,会议,huiyi
779,33,1950,批准,pizhun
780,33,1950,培养,peiyang
781,33,1950,少数民族,shaoshuminzu
782,33,1950,干部,ganbu
783,33,1950,试行,shixing
784,33,1950,方案,fangan
785,33,1950,筹办,chouban
786,33,1950,中央民族学院,zhongyangminzuxueyuan
787,33,1950,试行,shixing
788,33,1950,方案,fangan
789,33,1950,中央民族学院,zhongyangminzuxueyuan
790,33,1950,举行,juxing
791,33,1950,开学典礼,kaixuedianli
792,34,1950,北京市人民政府,beijingshirenminzhengfu
793,34,1950,发出,fachu
794,34,1950,布告,bugao
795,34,1950,严厉,yanli
796,34,1950,取缔,qudi
797,34,1950,一贯道,yiguandao
798,34,1950,所有,suoyou
799,34,1950,会道门,huidaomen
800,34,1950,由此,youci
801,34,1950,带动,daidong
802,34,1950,全国,quanguo
803,34,1950,展开,zhankai
804,34,1950,取缔,qudi
805,34,1950,反动,fandong
806,34,1950,会道门,huidaomen
807,34,1950,斗争,douzheng
808,35,1951,政务院,zhengwuyuan
809,35,1951,通过,tongguo
810,35,1951,中华人民共和国,zhonghuarenmingongheguo
